Miasto,Dzielnica,Powierzchnia,Pokoje,Cena,Cena_m2
Poznań,Rataje,30.0,1.0,1200.0,40.0
Warszawa,Śródmieście,53.0,2.0,3200.0,60.38
Łódź,Śródmieście,37.0,2.0,1900.0,51.35
Warszawa,Muranów,37.0,2.0,2600.0,70.27
Warszawa,Służewiec,33.0,1.0,4500.0,136.36
Warszawa,Żoliborz,36.0,2.0,1900.0,52.78
Kraków,Kazimierz,57.0,2.0,3200.0,56.14
Warszawa,Mokotów,35.0,1.0,2000.0,57.14
Warszawa,Stara Ochota,47.38,2.0,2000.0,42.21
Wrocław,Stare Miasto,65.0,3.0,3300.0,50.77
Warszawa,Czyste,37.0,1.0,4250.0,114.86
Warszawa,Bemowo,97.0,4.0,4000.0,41.24
Warszawa,Mokotów,114.0,4.0,7800.0,68.42
Gdańsk,Piecki-Migowo,61.4,3.0,2580.0,42.02
Warszawa,Śródmieście,40.0,2.0,2140.0,53.5
Kraków,Stare Miasto,61.0,2.0,2140.0,35.08
Kraków,Kazimierz,56.0,2.0,1800.0,32.14
Warszawa,Śródmieście,36.0,1.0,1800.0,50.0
łódzkie,Łódź,67.8,3.0,1500.0,22.12
Warszawa,Mokotów,165.0,3.0,9000.0,54.55
Warszawa,Stare Bielany,49.0,3.0,2990.0,61.02
Kraków,Krowodrza,47.34,2.0,1700.0,35.91
Kraków,Kazimierz,70.0,3.0,3650.0,52.14
Kraków,Bronowice Małe,50.0,1.0,1350.0,27.0
Warszawa,Mokotów,182.0,3.0,13500.0,74.18
Warszawa,Wilanów,186.0,4.0,12000.0,64.52
Gdańsk,Jasień,40.0,2.0,1950.0,48.75
dolnośląskie,Wrocław,12.0,1.0,1200.0,100.0
Łódź,Górna,39.0,2.0,1250.0,32.05
Kraków,Krowodrza,43.0,2.0,1700.0,39.53
Warszawa,Powiśle,94.2,3.0,7000.0,74.31
Wrocław,Krzyki,25.0,1.0,1600.0,64.0
Warszawa,Mokotów,50.35,3.0,2800.0,55.61
Kraków,Olsza,120.0,4.0,2490.0,20.75
Łódź,Bałuty,74.0,3.0,2000.0,27.03
Kraków,Prądnik Czerwony,45.0,1.0,1500.0,33.33
Kraków,Krowodrza,166.7,5.0,8500.0,50.99
Kraków,Dębniki,36.0,1.0,1500.0,41.67
Warszawa,Żoliborz,49.0,3.0,2400.0,48.98
Kraków,Os. Prądnik Biały,59.0,3.0,2300.0,38.98
Gdańsk,Łostowice,49.0,2.0,1900.0,38.78
Warszawa,Śródmieście,138.0,3.0,8000.0,57.97
Warszawa,Ochota,43.0,2.0,1850.0,43.02
Szczecin,Stare Miasto,130.0,4.0,3900.0,30.0
Warszawa,Bemowo,59.0,2.0,2200.0,37.29
Kraków,Podgórze,43.81,2.0,2200.0,50.22
Kraków,Grzegórzki,100.0,3.0,3000.0,30.0
Kraków,Os. Prądnik Biały,60.0,3.0,2200.0,36.67
Wrocław,Gaj,22.0,1.0,1400.0,63.64
pod budynkiem,,36.0,1.0,2300.0,63.89
Kraków,Os. Ruczaj,68.0,3.0,1600.0,23.53
Poznań,Grunwald,66.7,4.0,1800.0,26.99
Kraków,Kurdwanów,25.0,1.0,1400.0,56.0
Warszawa,Śródmieście,70.0,2.0,5000.0,71.43
Gdańsk,Śródmieście,41.0,2.0,2000.0,48.78
Warszawa,Praga-Południe,44.0,2.0,2200.0,50.0
małopolskie,Kraków,28.0,1.0,1500.0,53.57
Kraków,Czyżyny,56.93,3.0,1600.0,28.1
Poznań,Winogrady,69.0,3.0,2200.0,31.88
Kraków,Prądnik Czerwony,31.0,1.0,1400.0,45.16
Kraków,Krowodrza,37.0,1.0,1300.0,35.14
małopolskie,Kraków,28.0,1.0,1500.0,53.57
Warszawa,Śródmieście Północne,52.0,2.0,5450.0,104.81
Poznań,Zawady,50.0,2.0,1900.0,38.0
Kraków,Stare Miasto,45.0,2.0,2600.0,57.78
wielkopolskie,Poznań,43.0,2.0,1900.0,44.19
Poznań,Stare Miasto,37.0,1.0,1400.0,37.84
Warszawa,Ochota,60.0,2.0,3500.0,58.33
Warszawa,Śródmieście,40.6,2.0,2500.0,61.58
wielkopolskie,Poznań,150.0,5.0,3500.0,23.33
Warszawa,Stare Miasto,32.0,1.0,1900.0,59.38
Łódź,Widzew,52.0,2.0,2500.0,48.08
Kraków,Prądnik Biały,90.0,4.0,2700.0,30.0
Gdańsk,Wrzeszcz,42.0,2.0,2000.0,47.62
Warszawa,Śródmieście,48.0,2.0,2300.0,47.92
Warszawa,Śródmieście Północne,36.0,2.0,2300.0,63.89
małopolskie,Kraków,15.0,1.0,1200.0,80.0
Kraków,Stare Miasto,44.0,2.0,2000.0,45.45
Szczecin,Centrum,65.0,3.0,2800.0,43.08
Poznań,Chartowo,62.9,3.0,1750.0,27.82
Gdańsk,Śródmieście,65.0,2.0,3949.0,60.75
Warszawa,Mokotów,44.5,2.0,3000.0,67.42
Kraków,Prokocim,60.0,3.0,2000.0,33.33
Gdańsk,Śródmieście,36.0,2.0,2200.0,61.11
Warszawa,Nowe Miasto,132.7,3.0,17200.0,129.62
Łódź,Śródmieście,42.0,2.0,2000.0,47.62
Kraków,Grzegórzki,50.0,2.0,1200.0,24.0
mazowieckie,Warszawa,137.2,3.0,18000.0,131.2
Warszawa,Śródmieście,30.0,1.0,1800.0,60.0
Kraków,Stare Miasto (historyczne),70.0,3.0,3500.0,50.0
Wrocław,Muchobór Mały,50.0,2.0,2200.0,44.0
Warszawa,Mokotów,78.0,3.0,4200.0,53.85
Kraków,Podgórze,218.0,4.0,15000.0,68.81
Kraków,Prądnik Biały,52.0,2.0,1800.0,34.62
wielkopolskie,Poznań,54.0,3.0,2000.0,37.04
Warszawa,Śródmieście,60.0,2.0,5000.0,83.33
Warszawa,Służewiec,99.0,4.0,6200.0,62.63
Szczecin,Warszewo,115.0,4.0,2700.0,23.48
Kraków,Os. Ruczaj,37.0,1.0,1500.0,40.54
Warszawa,Wola,47.54,2.0,3000.0,63.1
Gdańsk,Śródmieście,100.0,3.0,5000.0,50.0
Warszawa,Praga-Południe,18.0,1.0,1690.0,93.89
Kraków,Grzegórzki,40.0,2.0,2200.0,55.0
Warszawa,Wilanów,120.0,3.0,6000.0,50.0
Łódź,Polesie,42.0,2.0,1900.0,45.24
Warszawa,Nowolipki,44.0,2.0,2300.0,52.27
Kraków,Podgórze,50.0,2.0,2000.0,40.0
Warszawa,Gocław,48.0,2.0,2490.0,51.88
brak,,67.5,2.0,1550.0,22.96
Warszawa,Praga-Północ,54.0,2.0,2600.0,48.15
Warszawa,Mokotów,230.0,6.0,12000.0,52.17
Warszawa,Targówek,45.0,2.0,2300.0,51.11
Kraków,Krowodrza,53.0,2.0,1900.0,35.85
Warszawa,Mokotów,39.0,2.0,2800.0,71.79
Warszawa,Mirów,54.0,2.0,3800.0,70.37
Kraków,Nowa Huta,42.0,2.0,2000.0,47.62
Kraków,Stare Miasto,50.0,2.0,2700.0,54.0
Warszawa,Śródmieście,57.0,3.0,2360.0,41.4
Warszawa,Śródmieście Południowe,160.0,5.0,8500.0,53.13
Poznań,Naramowice,58.5,3.0,2200.0,37.61
Warszawa,Śródmieście,72.0,2.0,5000.0,69.44
Kraków,Kazimierz,38.0,1.0,1500.0,39.47
Wrocław,Stare Miasto,45.0,3.0,2200.0,48.89
Warszawa,Służewiec,54.0,3.0,2200.0,40.74
Warszawa,Wola,31.0,2.0,2900.0,93.55
Wrocław,Klecina,67.0,3.0,2350.0,35.07
Warszawa,Mokotów,21.0,1.0,1800.0,85.71
Warszawa,Wola,51.0,2.0,2750.0,53.92
Kraków,Stare Miasto,65.0,2.0,1500.0,23.08
Gdańsk,Jasień,30.0,1.0,1500.0,50.0
Łódź,Śródmieście,40.0,1.0,1400.0,35.0
Wrocław,Krzyki,48.0,2.0,2280.0,47.5
Warszawa,Tarchomin,56.0,2.0,1900.0,33.93
Warszawa,Wola,24.0,1.0,1500.0,62.5
Kraków,Os. Ruczaj,52.0,2.0,1600.0,30.77
Warszawa,Mokotów,75.0,3.0,3600.0,48.0
Warszawa,Śródmieście,49.75,2.0,2700.0,54.27
Warszawa,Praga-Południe,84.0,3.0,4900.0,58.33
Kraków,Stare Miasto,100.0,4.0,2600.0,26.0
Warszawa,Mokotów,92.0,3.0,6200.0,67.39
Kraków,Bronowice,67.0,2.0,2500.0,37.31
Warszawa,Wola,45.4,2.0,2300.0,50.66
Poznań,Rataje,38.0,2.0,1000.0,26.32
Warszawa,Mokotów,40.0,2.0,2400.0,60.0
Gdańsk,Chełm,65.0,3.0,2000.0,30.77
Kraków,Stare Miasto,38.0,2.0,1600.0,42.11
Kraków,Os. Ruczaj,47.24,2.0,2100.0,44.45
Warszawa,Śródmieście,127.0,5.0,6500.0,51.18
Warszawa,Żoliborz,66.0,3.0,3800.0,57.58
Łódź,Śródmieście,25.0,1.0,1400.0,56.0
Kraków,Krowodrza,53.0,3.0,2650.0,50.0
Kraków,Stare Miasto,64.0,3.0,4900.0,76.56
Warszawa,Radiowo,55.0,2.0,2000.0,36.36
Poznań,Stare Miasto,46.0,2.0,2000.0,43.48
Kraków,Zabłocie,38.0,2.0,1900.0,50.0
zachodniopomorskie,Szczecin,48.0,2.0,1300.0,27.08
Warszawa,Stare Bielany,30.0,1.0,1600.0,53.33
Warszawa,Śródmieście,61.0,3.0,3100.0,50.82
mazowieckie,Warszawa,46.5,2.0,4700.0,101.08
Warszawa,Bemowo,53.9,2.0,2100.0,38.96
Warszawa,Wola,126.0,4.0,5300.0,42.06
Kraków,Stare Miasto,80.0,2.0,4900.0,61.25
Kraków,Os. Prądnik Czerwony,50.0,2.0,2100.0,42.0
Warszawa,Mokotów,38.0,2.0,2200.0,57.89
Wrocław,Krzyki,54.69,2.0,1800.0,32.91
Warszawa,Ochota,65.0,3.0,3390.0,52.15
Warszawa,Ursynów,122.0,4.0,5500.0,45.08
Warszawa,Śródmieście,34.0,2.0,3200.0,94.12
Warszawa,Praga-Południe,45.3,2.0,2000.0,44.15
Kraków,Podgórze Stare,69.0,3.0,3000.0,43.48
Wrocław,Śródmieście,43.0,2.0,2000.0,46.51
Warszawa,Śródmieście,50.0,2.0,3000.0,60.0
Kraków,Olsza,80.0,3.0,2999.0,37.49
małopolskie,Kraków,60.0,3.0,1980.0,33.0
Warszawa,Praga-Południe,58.0,3.0,1950.0,33.62
Warszawa,Stary Imielin,110.0,4.0,4990.0,45.36
Gdańsk,Przymorze,40.0,2.0,3700.0,92.5
Warszawa,Śródmieście,48.0,2.0,2700.0,56.25
Kraków,Krowodrza,56.0,2.0,2600.0,46.43
Warszawa,Wola,49.11,2.0,3200.0,65.16
Warszawa,Mokotów,55.0,2.0,2500.0,45.45
Warszawa,Wola,53.0,2.0,3600.0,67.92
wielkopolskie,Poznań,25.0,1.0,990.0,39.6
Wrocław,Szczepin,66.0,3.0,2700.0,40.91
Kraków,Krowodrza,35.0,1.0,1700.0,48.57
Łódź,Śródmieście,100.0,3.0,3900.0,39.0
małopolskie,Kraków,39.0,3.0,3500.0,89.74
Warszawa,Natolin,43.3,2.0,2350.0,54.27
Kraków,Os. Prądnik Czerwony,42.0,2.0,1500.0,35.71
Warszawa,Mokotów,124.0,3.0,9500.0,76.61
Kraków,Dębniki,28.0,1.0,1800.0,64.29
Łódź,Górna,50.0,2.0,1750.0,35.0
Warszawa,Służewiec,45.0,2.0,2699.0,59.98
Warszawa,Praga-Południe,65.0,3.0,3300.0,50.77
Łódź,Śródmieście,34.0,2.0,1800.0,52.94
Gdańsk,Stare Miasto,35.0,2.0,2000.0,57.14
Łódź,Śródmieście,90.0,4.0,2300.0,25.56
Gdańsk,Śródmieście,54.0,2.0,2000.0,37.04
Warszawa,Ochota,98.0,3.0,8500.0,86.73
dolnośląskie,Wrocław,51.0,2.0,1700.0,33.33
Kraków,Krowodrza,24.0,1.0,950.0,39.58
Kraków,Stare Miasto,27.0,1.0,1700.0,62.96
Gdańsk,Chełm,73.0,3.0,3900.0,53.42
Poznań,Stare Miasto,18.0,1.0,1250.0,69.44
Kraków,Os. Ruczaj,56.0,2.0,1650.0,29.46
Warszawa,Ochota,86.0,2.0,3000.0,34.88
Warszawa,Młynów,32.0,1.0,1950.0,60.94
Gdańsk,Piecki-Migowo,44.73,2.0,2000.0,44.71
Warszawa,Mokotów,160.0,4.0,8000.0,50.0
Warszawa,Wilanów,120.0,4.0,9000.0,75.0
Kraków,Prądnik Biały,65.0,3.0,2250.0,34.62
Szczecin,Pomorzany,49.0,2.0,1400.0,28.57
mazowieckie,Warszawa,20.0,1.0,1450.0,72.5
Warszawa,Czyste,37.0,2.0,2500.0,67.57
Gdańsk,Śródmieście,53.6,3.0,2800.0,52.24
Kraków,Stare Miasto,64.0,2.0,2500.0,39.06
małopolskie,Kraków,32.0,2.0,1500.0,46.88
Kraków,Nowa Huta,19.0,1.0,1100.0,57.89
Gdańsk,Wrzeszcz,48.0,3.0,900.0,18.75
Wrocław,Stare Miasto,90.0,3.0,3500.0,38.0
Kraków,Podgórze,37.0,1.0,1400.0,37.84
Warszawa,Śródmieście Północne,153.0,3.0,8700.0,56.86
Kraków,Stare Miasto,15.0,1.0,1000.0,66.67
Gdańsk,Śródmieście,44.83,2.0,2450.0,54.65
Warszawa,Wola,54.0,2.0,3800.0,70.37
Łódź,Polesie,47.0,2.0,1800.0,38.3
Łódź,Śródmieście,34.0,1.0,1700.0,50.0
Poznań,Naramowice,71.0,3.0,3500.0,49.3
Warszawa,Ursus,31.0,1.0,1550.0,50.0
Warszawa,Śródmieście,39.2,2.0,2500.0,63.78
Kraków,Stare Miasto,60.0,2.0,1900.0,31.67
Warszawa,Szczęśliwice,44.7,2.0,2400.0,53.69
Szczecin,Nowe Miasto,32.0,1.0,1650.0,51.56
Kraków,Wawel,59.0,2.0,3000.0,50.85
Kraków,Dębniki,40.5,2.0,1800.0,44.44
Warszawa,Śródmieście Południowe,60.0,2.0,3700.0,61.67
Warszawa,Targówek,56.44,3.0,2400.0,42.52
Wrocław,Kozanów,76.0,5.0,3150.0,41.45
Warszawa,Włochy,110.0,3.0,2650.0,24.09
Kraków,Podgórze,25.0,1.0,1300.0,52.0
Kraków,Grzegórzki,42.0,2.0,2500.0,59.52
Warszawa,Natolin,75.0,3.0,3390.0,45.2
Łódź,Bałuty,79.0,4.0,2900.0,36.71
Kraków,Os. Na Kozłówce,30.0,2.0,1100.0,36.67
Warszawa,Mokotów,55.0,2.0,2900.0,52.73
Kraków,Żabiniec,58.0,3.0,1200.0,20.69
Kraków,Łobzów,29.0,2.0,1600.0,55.17
Gdańsk,Wrzeszcz,18.4,1.0,1550.0,84.24
Łódź,Górna,43.0,2.0,1250.0,29.07
Warszawa,Młynów,50.0,2.0,2950.0,59.0
Warszawa,Ochota,49.0,2.0,3000.0,61.22
Warszawa,Nowe Miasto,36.0,2.0,3000.0,83.33
pod budynkiem,,63.0,2.0,2200.0,34.92
Kraków,Wawel,102.0,4.0,3500.0,34.31
Kraków,Stare Miasto,98.84,4.0,2450.0,24.79
Warszawa,Śródmieście,48.0,2.0,3200.0,66.67
Warszawa,Śródmieście,54.2,2.0,2600.0,47.97
Kraków,Stare Miasto,62.0,3.0,4000.0,64.52
Kraków,Dębniki,50.0,2.0,1900.0,38.0
Warszawa,Bródno,75.0,3.0,3400.0,45.33
Kraków,Prądnik Biały,57.0,3.0,2100.0,36.84
Łódź,Widzew,25.0,1.0,1200.0,48.0
Warszawa,Ochota,35.0,1.0,1900.0,54.29
Wrocław,Stare Miasto,80.0,3.0,3850.0,48.13
Poznań,Łazarz,21.0,1.0,1600.0,76.19
Warszawa,Wola,36.0,2.0,2599.0,72.19
Łódź,Śródmieście,51.0,2.0,2450.0,48.04
Kraków,Stare Miasto,34.0,2.0,2300.0,67.65
mazowieckie,Warszawa,70.0,3.0,6000.0,85.71
Kraków,Stare Miasto,112.0,3.0,4500.0,40.18
Warszawa,Ochota,72.0,3.0,4300.0,59.72
Kraków,Krowodrza,48.0,2.0,2400.0,50.0
Warszawa,Praga-Północ,62.0,2.0,1700.0,27.42
Kraków,Krowodrza,25.0,1.0,1400.0,56.0
Warszawa,Śródmieście,80.0,3.0,6500.0,81.25
Kraków,Stare Miasto,19.0,1.0,1400.0,73.68
Warszawa,Śródmieście,91.0,4.0,4500.0,49.45
Warszawa,Kabaty,49.0,2.0,1700.0,34.69
Kraków,Grzegórzki,98.0,3.0,6900.0,70.41
Szczecin,Drzetowo-Grabowo,50.0,3.0,1800.0,36.0
mazowieckie,Warszawa,90.0,3.0,4500.0,50.0
dolnośląskie,Wrocław,48.0,2.0,2300.0,47.92
Kraków,Grzegórzki,60.0,2.0,2300.0,38.33
Warszawa,Wola,42.0,2.0,2250.0,53.57
Warszawa,Praga-Południe,39.0,2.0,2450.0,62.82
Warszawa,Mokotów,57.0,2.0,2800.0,49.12
małopolskie,Kraków,25.0,1.0,1590.0,63.6
Kraków,Podgórze,36.0,2.0,2100.0,58.33
wielkopolskie,Poznań,51.6,2.0,1700.0,32.95
Kraków,Prądnik Biały,40.0,2.0,1700.0,42.5
Warszawa,Mirów,59.0,2.0,2799.0,47.44
Kraków,Ugorek,49.0,2.0,1400.0,28.57
Warszawa,Ujazdów,56.0,2.0,2800.0,50.0
Warszawa,Ursynów,40.0,2.0,2100.0,52.5
Warszawa,Powiśle,65.0,3.0,6000.0,92.31
Warszawa,Ochota,45.0,2.0,3500.0,77.78
Kraków,Wola Justowska,92.0,3.0,2500.0,27.17
Warszawa,Śródmieście,60.06,2.0,4500.0,74.93
Kraków,Czyżyny,35.0,2.0,1500.0,42.86
Łódź,Radogoszcz,50.0,2.0,1800.0,36.0
Warszawa,Śródmieście,57.0,2.0,3650.0,64.04
Kraków,Podgórze,116.0,3.0,4500.0,38.79
Wrocław,Stare Miasto,50.0,,1950.0,39.0
Warszawa,Nowa Praga,26.4,1.0,1650.0,62.5
Kraków,Krowodrza,20.0,1.0,1050.0,52.5
Wrocław,Stare Miasto,50.0,2.0,1800.0,36.0
Poznań,Winogrady,47.0,2.0,1400.0,29.79
Poznań,Stare Miasto,46.0,2.0,2400.0,52.17
Kraków,Stare Miasto,93.0,3.0,6900.0,74.19
Gdańsk,Brzeźno,56.0,2.0,1650.0,29.46
Kraków,Podgórze,23.0,1.0,1500.0,65.22
Warszawa,Śródmieście,64.0,2.0,3600.0,56.25
Kraków,Wola Justowska,75.0,2.0,2900.0,38.67
Warszawa,Służew,85.5,3.0,3500.0,40.94
Kraków,Mateczny,32.0,2.0,1900.0,59.38
Kraków,Prokocim,55.0,2.0,2000.0,36.36
Warszawa,Ochota,55.42,3.0,3400.0,61.35
Kraków,Bieżanów,54.0,2.0,1750.0,32.41
mazowieckie,Warszawa,30.0,1.0,3000.0,100.0
Kraków,Stare Miasto,54.5,2.0,3500.0,64.22
Kraków,Stare Miasto,57.0,2.0,2400.0,42.11
Kraków,Żabiniec,40.0,2.0,1900.0,47.5
Kraków,Grzegórzki,30.0,1.0,1800.0,60.0
Warszawa,Praga-Południe,68.0,3.0,3000.0,44.12
Warszawa,Czyste,44.0,2.0,2800.0,63.64
mazowieckie,Warszawa,120.0,3.0,15000.0,125.0
Warszawa,Żoliborz,38.0,2.0,2600.0,68.42
Wrocław,Gądów Mały,41.0,2.0,1600.0,39.02
Warszawa,Żoliborz,20.0,1.0,1250.0,62.5
Poznań,Stare Miasto,70.0,3.0,2350.0,33.57
Kraków,Dębniki,33.0,1.0,1190.0,36.06
Łódź,Śródmieście,63.0,2.0,1700.0,26.98
Warszawa,Mokotów,58.0,3.0,3850.0,66.38
łódzkie,Łódź,43.0,2.0,1700.0,39.53
Szczecin,Zdroje,62.78,3.0,2000.0,31.86
Warszawa,Mokotów,180.0,4.0,13500.0,75.0
Kraków,Stare Miasto,57.0,2.0,3200.0,56.14
Warszawa,Mokotów,54.0,2.0,3000.0,55.56
Kraków,Azory,75.0,3.0,1550.0,20.67
Warszawa,Służewiec,90.0,3.0,4500.0,50.0
Kraków,Krowodrza,55.0,2.0,1600.0,29.09
Warszawa,Mokotów,45.0,2.0,2300.0,51.11
Kraków,Mistrzejowice,40.0,2.0,1200.0,30.0
Warszawa,Bemowo,65.0,3.0,2400.0,36.92
małopolskie,Kraków,24.0,1.0,1240.0,51.67
Kraków,Podgórze,48.0,2.0,2550.0,53.13
Warszawa,Śródmieście,52.0,2.0,5500.0,105.77
Warszawa,Wilanów,143.0,4.0,7500.0,52.45
Wrocław,Stare Miasto,38.0,2.0,1800.0,47.37
Gdańsk,Zaspa,49.0,2.0,2200.0,44.9
Warszawa,Mokotów,119.0,4.0,8000.0,67.23
Kraków,Stare Miasto,50.0,2.0,2300.0,46.0
Warszawa,Mokotów,83.0,3.0,3900.0,46.99
Warszawa,Mokotów,32.0,1.0,2200.0,68.75
Warszawa,Śródmieście,180.0,5.0,22000.0,122.22
Kraków,Stare Miasto,60.0,3.0,2200.0,36.67
Kraków,Grzegórzki,60.0,2.0,2550.0,42.5
Warszawa,Marymont-Potok,72.0,3.0,2900.0,40.28
Warszawa,Ursynów,58.0,3.0,1850.0,31.9
Łódź,Os. Katedralna,140.0,4.0,5000.0,35.71
Warszawa,Wilanów,41.0,2.0,2800.0,68.29
Warszawa,Śródmieście,36.06,2.0,2800.0,77.65
małopolskie,Kraków,43.0,2.0,1650.0,38.37
Warszawa,Śródmieście,80.3,1.0,8900.0,110.83
Kraków,Olsza,80.0,3.0,2800.0,35.0
Warszawa,Mirów,35.0,2.0,3800.0,108.57
Warszawa,Praga-Północ,33.0,2.0,2600.0,78.79
Poznań,Rataje,49.9,2.0,1500.0,30.06
Warszawa,Śródmieście,90.0,3.0,10000.0,111.11
Kraków,Krowodrza,39.5,2.0,1200.0,30.38
Kraków,Os. Ruczaj,62.0,4.0,1750.0,28.23
Gdańsk,Jelitkowo,100.0,4.0,4500.0,45.0
Kraków,Os. Ruczaj,52.0,2.0,1600.0,30.77
Kraków,Podgórze,35.0,2.0,1950.0,55.71
Kraków,Kazimierz,50.0,2.0,3000.0,60.0
Kraków,Wola Justowska,69.0,3.0,2200.0,31.88
Kraków,Podgórze,40.0,2.0,2600.0,65.0
Warszawa,Śródmieście,74.0,3.0,5000.0,67.57
Warszawa,Ochota,69.0,2.0,2600.0,37.68
Warszawa,Śródmieście Północne,45.79,2.0,3500.0,76.44
Warszawa,Praga-Południe,33.0,2.0,2200.0,66.67
Kraków,Kazimierz,38.0,1.0,1700.0,44.74
Warszawa,Wola,67.0,2.0,4000.0,59.7
Warszawa,Wilanów,36.0,2.0,2100.0,58.33
małopolskie,Kraków,37.0,2.0,1300.0,35.14
Gdańsk,Wrzeszcz,65.0,3.0,3200.0,49.23
Warszawa,Wola,50.0,2.0,2700.0,54.0
Warszawa,Śródmieście,25.0,1.0,2500.0,100.0
Warszawa,Powiśle,32.8,1.0,2800.0,85.37
Wrocław,Os. Psie Pole,40.0,1.0,1500.0,37.5
Kraków,Stare Miasto,67.0,3.0,3500.0,52.24
Kraków,Grzegórzki,68.0,3.0,3900.0,57.35
małopolskie,Kraków,37.0,1.0,2200.0,59.46
Warszawa,Praga-Południe,18.0,1.0,1400.0,77.78
Warszawa,Bemowo,48.0,2.0,2500.0,52.08
małopolskie,Kraków,160.37,5.0,5000.0,31.18
Wrocław,Os. Stare Miasto,40.0,2.0,2000.0,50.0
Kraków,Os. Ruczaj,250.0,5.0,11000.0,44.0
Poznań,Łazarz,25.0,1.0,1300.0,52.0
Warszawa,Wola,28.0,1.0,2300.0,82.14
Warszawa,Śródmieście,99.5,5.0,6000.0,60.3
Warszawa,Mokotów,87.0,3.0,4390.0,50.46
Gdańsk,Ujeścisko-Łostowice,74.0,3.0,2000.0,27.03
Warszawa,Śródmieście,26.2,1.0,1900.0,72.52
Gdańsk,Przymorze,56.0,3.0,2000.0,35.71
Kraków,Podgórze,77.0,3.0,3000.0,38.96
Warszawa,Mokotów,60.0,3.0,3200.0,53.33
małopolskie,Kraków,25.0,1.0,1100.0,44.0
Warszawa,Mokotów,49.0,2.0,3700.0,75.51
Wrocław,Klecina,43.0,2.0,1800.0,41.86
Kraków,Dębniki,178.0,4.0,9000.0,50.56
Wrocław,Os. Stare Miasto,30.0,1.0,3000.0,100.0
Warszawa,Służew,78.0,3.0,3700.0,47.44
Warszawa,Bielany,38.0,2.0,2000.0,52.63
Wrocław,Stare Miasto,48.0,3.0,2500.0,52.08
Szczecin,Stare Miasto,44.0,2.0,1700.0,38.64
Warszawa,Wilanów,108.97,3.0,5700.0,52.31
Warszawa,Mokotów,67.0,3.0,3200.0,47.76
Gdańsk,Wrzeszcz,33.0,2.0,2500.0,75.76
Kraków,Ugorek,80.0,4.0,3000.0,37.5
Warszawa,Błonia Wilanowskie,64.0,2.0,3500.0,54.69
Wrocław,Ołbin,38.0,2.0,2000.0,52.63
Warszawa,Ochota,40.0,2.0,2250.0,56.25
małopolskie,Kraków,67.0,2.0,1700.0,25.37
Warszawa,Wilanów,35.0,1.0,2300.0,65.71
Kraków,Bieżanów,35.0,2.0,1800.0,51.43
Warszawa,Wilanów,104.0,4.0,6200.0,59.62
Gdańsk,Stare Miasto,70.0,2.0,4500.0,64.29
Kraków,Podgórze,43.0,2.0,1900.0,44.19
Warszawa,Muranów,42.0,1.0,2200.0,52.38
Warszawa,Wola,53.0,2.0,3000.0,56.6
Wrocław,Biskupin,32.0,1.0,2200.0,68.75
Szczecin,Centrum,35.0,2.0,2100.0,60.0
Warszawa,Śródmieście,50.0,2.0,3600.0,72.0
Warszawa,Mokotów,168.0,4.0,18900.0,112.5
Kraków,Zwierzyniec,92.0,3.0,2500.0,27.17
Warszawa,Śródmieście,60.0,2.0,2700.0,45.0
Szczecin,Centrum,37.52,2.0,2150.0,57.3
Kraków,Grzegórzki,38.0,2.0,1750.0,46.05
Gdańsk,Śródmieście,34.0,1.0,1600.0,47.06
Warszawa,Wola,41.0,1.0,1690.0,41.22
Wrocław,Stare Miasto,80.0,4.0,4300.0,53.75
Kraków,Krowodrza,30.0,1.0,1150.0,38.33
Warszawa,Śródmieście,125.0,3.0,9900.0,79.2
Gdańsk,Śródmieście,70.0,3.0,3000.0,42.86
Kraków,Stare Miasto,33.0,1.0,2200.0,66.67
Kraków,Zabłocie,94.0,3.0,3100.0,32.98
Kraków,Stare Miasto,80.0,3.0,2400.0,30.0
Warszawa,Nowe Miasto,182.0,5.0,13000.0,71.43
Poznań,Grunwald,51.0,2.0,1800.0,35.29
Wrocław,Muchobór Wielki,32.0,1.0,1250.0,39.06
Warszawa,Bemowo,46.0,2.0,2000.0,43.48
Warszawa,Wola,39.6,2.0,2500.0,63.13
Warszawa,Mokotów,46.0,2.0,3500.0,76.09
Kraków,Os. Ruczaj,44.0,2.0,2000.0,45.45
Warszawa,Wilanów,120.0,3.0,4900.0,40.83
Warszawa,Mokotów,45.0,2.0,2300.0,51.11
Warszawa,Tarchomin,47.9,2.0,2000.0,41.75
Warszawa,Natolin,85.0,4.0,3600.0,42.35
Warszawa,Śródmieście,35.0,2.0,2400.0,68.57
Warszawa,Bielany,47.87,3.0,2700.0,56.4
Kraków,Krowodrza,64.0,3.0,2900.0,45.31
Poznań,Stare Miasto,32.0,2.0,1450.0,45.31
Kraków,Wawel,44.0,2.0,2100.0,47.73
Kraków,Prądnik Czerwony,45.0,2.0,1650.0,36.67
Gdańsk,Łostowice,34.0,2.0,1800.0,52.94
Warszawa,Ochota,44.68,2.0,3600.0,80.57
Kraków,Prądnik Biały,42.0,2.0,1890.0,45.0
Łódź,Śródmieście,61.0,3.0,2900.0,47.54
Kraków,Os. Ruczaj,31.0,1.0,1100.0,35.48
Warszawa,Mokotów,77.0,2.0,3500.0,45.45
Warszawa,Śródmieście,34.0,1.0,2700.0,79.41
Warszawa,Bródno,29.0,1.0,1500.0,51.72
